PDI-H-COOH,,PDI-Me-COOH,PDI-OMe-COOH
Angle,Intensity,Angle,Intensity,Angle,Intensity
20.38,120,20.38,104,20.38,114
20.4,113,20.4,112,20.4,109
20.42,103,20.42,115,20.42,92
20.44,98,20.44,104,20.44,87
20.46,116,20.46,129,20.46,99
20.48,117,20.48,118,20.48,106
20.5,125,20.5,139,20.5,70
20.52,125,20.52,92,20.52,94
20.54,126,20.54,113,20.54,76
20.56,142,20.56,115,20.56,79
20.58,126,20.58,108,20.58,88
20.6,138,20.6,106,20.6,73
20.62,134,20.62,88,20.62,102
20.64,173,20.64,108,20.64,92
20.66,156,20.66,104,20.66,96
20.68,175,20.68,104,20.68,96
20.7,214,20.7,102,20.7,95
20.72,233,20.72,91,20.72,113
20.74,270,20.74,98,20.74,110
20.76,295,20.76,84,20.76,99
20.78,308,20.78,78,20.78,121
20.8,383,20.8,89,20.8,135
20.82,378,20.82,95,20.82,113
20.84,322,20.84,81,20.84,107
20.86,296,20.86,78,20.86,116
20.88,255,20.88,78,20.88,114
20.9,185,20.9,79,20.9,120
20.92,152,20.92,64,20.92,107
20.94,103,20.94,68,20.94,126
20.96,114,20.96,87,20.96,100
20.98,87,20.98,62,20.98,113
21,96,21,66,21,118
21.02,74,21.02,75,21.02,96
21.04,64,21.04,71,21.04,84
21.06,63,21.06,64,21.06,93
21.08,61,21.08,51,21.08,79
21.1,63,21.1,68,21.1,63
21.12,61,21.12,61,21.12,76
21.14,69,21.14,63,21.14,85
21.16,65,21.16,61,21.16,76
21.18,72,21.18,70,21.18,75
21.2,65,21.2,59,21.2,72
21.22,77,21.22,59,21.22,89
21.24,51,21.24,53,21.24,96
21.26,67,21.26,57,21.26,78
21.28,53,21.28,48,21.28,101
21.3,69,21.3,57,21.3,90
21.32,61,21.32,54,21.32,81
21.34,66,21.34,46,21.34,108
21.36,52,21.36,60,21.36,106
21.38,76,21.38,68,21.38,108
21.4,57,21.4,67,21.4,125
21.42,66,21.42,61,21.42,103
21.44,83,21.44,67,21.44,129
21.46,73,21.46,67,21.46,136
21.48,80,21.48,57,21.48,133
21.5,95,21.5,68,21.5,179
21.52,110,21.52,60,21.52,174
21.54,120,21.54,56,21.54,200
21.56,113,21.56,82,21.56,200
21.58,119,21.58,77,21.58,211
21.6,156,21.6,78,21.6,190
21.62,175,21.62,84,21.62,199
21.64,177,21.64,84,21.64,214
21.66,183,21.66,84,21.66,215
21.68,170,21.68,85,21.68,185
21.7,166,21.7,95,21.7,181
21.72,149,21.72,104,21.72,189
21.74,123,21.74,104,21.74,167
21.76,123,21.76,110,21.76,156
21.78,115,21.78,122,21.78,138
21.8,111,21.8,106,21.8,115
21.82,91,21.82,123,21.82,130
21.84,112,21.84,107,21.84,112
21.86,115,21.86,119,21.86,126
21.88,99,21.88,137,21.88,137
21.9,86,21.9,116,21.9,130
21.92,88,21.92,120,21.92,110
21.94,103,21.94,108,21.94,96
21.96,99,21.96,112,21.96,102
21.98,104,21.98,113,21.98,108
22,75,22,86,22,118
22.02,71,22.02,99,22.02,114
22.04,66,22.04,101,22.04,110
22.06,121,22.06,100,22.06,96
22.08,118,22.08,103,22.08,80
22.1,110,22.1,91,22.1,100
22.12,122,22.12,86,22.12,107
22.14,140,22.14,81,22.14,102
22.16,153,22.16,98,22.16,108
22.18,148,22.18,74,22.18,105
22.2,172,22.2,73,22.2,99
22.22,169,22.22,83,22.22,95
22.24,174,22.24,93,22.24,115
22.26,191,22.26,80,22.26,115
22.28,204,22.28,80,22.28,118
22.3,234,22.3,74,22.3,95
22.32,246,22.32,70,22.32,113
22.34,284,22.34,67,22.34,121
22.36,248,22.36,87,22.36,119
22.38,306,22.38,77,22.38,108
22.4,305,22.4,72,22.4,116
22.42,285,22.42,72,22.42,85
22.44,237,22.44,85,22.44,92
22.46,225,22.46,71,22.46,105
22.48,205,22.48,71,22.48,94
22.5,170,22.5,62,22.5,70
22.52,164,22.52,73,22.52,89
22.54,146,22.54,96,22.54,84
22.56,106,22.56,74,22.56,86
22.58,85,22.58,92,22.58,96
22.6,87,22.6,106,22.6,84
22.62,74,22.62,83,22.62,66
22.64,68,22.64,89,22.64,79
22.66,60,22.66,113,22.66,94
22.68,59,22.68,89,22.68,87
22.7,59,22.7,82,22.7,86
22.72,73,22.72,88,22.72,68
22.74,69,22.74,100,22.74,75
22.76,72,22.76,94,22.76,72
22.78,76,22.78,88,22.78,98
22.8,79,22.8,85,22.8,89
22.82,72,22.82,94,22.82,83
22.84,84,22.84,86,22.84,86
22.86,94,22.86,68,22.86,78
22.88,94,22.88,94,22.88,81
22.9,75,22.9,69,22.9,88
22.92,73,22.92,78,22.92,104
22.94,49,22.94,84,22.94,110
22.96,74,22.96,72,22.96,102
22.98,74,22.98,51,22.98,111
23,74,23,70,23,72
23.02,83,23.02,67,23.02,88
23.04,80,23.04,70,23.04,87
23.06,72,23.06,67,23.06,95
23.08,92,23.08,66,23.08,78
23.1,92,23.1,63,23.1,81
23.12,83,23.12,69,23.12,110
23.14,87,23.14,51,23.14,89
23.16,113,23.16,81,23.16,108
23.18,120,23.18,66,23.18,98
23.2,127,23.2,62,23.2,102
23.22,116,23.22,64,23.22,116
23.24,145,23.24,67,23.24,134
23.26,146,23.26,60,23.26,117
23.28,153,23.28,70,23.28,113
23.3,147,23.3,69,23.3,118
23.32,162,23.32,65,23.32,118
23.34,153,23.34,63,23.34,138
23.36,136,23.36,63,23.36,142
23.38,109,23.38,76,23.38,141
23.4,118,23.4,78,23.4,156
23.42,100,23.42,71,23.42,151
23.44,92,23.44,80,23.44,153
23.46,70,23.46,81,23.46,164
23.48,70,23.48,63,23.48,156
23.5,69,23.5,89,23.5,138
23.52,70,23.52,89,23.52,151
23.54,64,23.54,90,23.54,126
23.56,62,23.56,82,23.56,110
23.58,73,23.58,82,23.58,102
23.6,68,23.6,98,23.6,97
23.62,70,23.62,93,23.62,100
23.64,60,23.64,87,23.64,94
23.66,63,23.66,122,23.66,80
23.68,73,23.68,124,23.68,79
23.7,71,23.7,124,23.7,74
23.72,66,23.72,124,23.72,94
23.74,72,23.74,113,23.74,68
23.76,81,23.76,126,23.76,78
23.78,69,23.78,147,23.78,88
23.8,67,23.8,154,23.8,87
23.82,68,23.82,134,23.82,85
23.84,91,23.84,146,23.84,69
23.86,63,23.86,146,23.86,92
23.88,70,23.88,132,23.88,89
23.9,79,23.9,148,23.9,94
23.92,78,23.92,146,23.92,79
23.94,78,23.94,160,23.94,83
23.96,83,23.96,134,23.96,108
23.98,65,23.98,129,23.98,87
24,106,24,131,24,105
24.02,93,24.02,144,24.02,95
24.04,95,24.04,146,24.04,100
24.06,92,24.06,125,24.06,96
24.08,103,24.08,116,24.08,121
24.1,107,24.1,127,24.1,99
24.12,87,24.12,117,24.12,108
24.14,123,24.14,129,24.14,95
24.16,85,24.16,118,24.16,109
24.18,70,24.18,110,24.18,129
24.2,81,24.2,105,24.2,92
24.22,67,24.22,108,24.22,107
24.24,65,24.24,131,24.24,104
24.26,66,24.26,95,24.26,117
24.28,69,24.28,125,24.28,100
24.3,68,24.3,113,24.3,113
24.32,70,24.32,93,24.32,95
24.34,56,24.34,102,24.34,107
24.36,62,24.36,90,24.36,100
24.38,57,24.38,92,24.38,86
24.4,41,24.4,99,24.4,100
24.42,47,24.42,90,24.42,87
24.44,59,24.44,87,24.44,84
24.46,44,24.46,93,24.46,102
24.48,39,24.48,77,24.48,84
24.5,43,24.5,81,24.5,86
24.52,48,24.52,77,24.52,83
24.54,43,24.54,90,24.54,76
24.56,53,24.56,86,24.56,105
24.58,46,24.58,108,24.58,122
24.6,41,24.6,84,24.6,120
24.62,59,24.62,81,24.62,127
24.64,43,24.64,108,24.64,136
24.66,53,24.66,98,24.66,134
24.68,46,24.68,95,24.68,136
24.7,49,24.7,103,24.7,169
24.72,41,24.72,123,24.72,180
24.74,58,24.74,132,24.74,179
24.76,57,24.76,110,24.76,194
24.78,48,24.78,141,24.78,196
24.8,44,24.8,118,24.8,204
24.82,70,24.82,125,24.82,188
24.84,74,24.84,125,24.84,192
24.86,70,24.86,117,24.86,199
24.88,88,24.88,124,24.88,188
24.9,85,24.9,128,24.9,179
24.92,105,24.92,131,24.92,175
24.94,106,24.94,141,24.94,172
24.96,106,24.96,138,24.96,157
24.98,138,24.98,146,24.98,127
25,121,25,147,25,134
25.02,162,25.02,154,25.02,124
25.04,172,25.04,165,25.04,116
25.06,202,25.06,150,25.06,125
25.08,230,25.08,137,25.08,107
25.1,225,25.1,142,25.1,101
25.12,264,25.12,143,25.12,117
25.14,312,25.14,133,25.14,110
25.16,342,25.16,127,25.16,106
25.18,357,25.18,108,25.18,108
25.2,391,25.2,145,25.2,110
25.22,396,25.22,110,25.22,102
25.24,451,25.24,113,25.24,94
25.26,437,25.26,126,25.26,94
25.28,453,25.28,131,25.28,106
25.3,461,25.3,119,25.3,102
25.32,408,25.32,127,25.32,97
25.34,457,25.34,146,25.34,114
25.36,418,25.36,123,25.36,101
25.38,356,25.38,127,25.38,83
25.4,332,25.4,112,25.4,105
25.42,280,25.42,128,25.42,101
25.44,223,25.44,96,25.44,80
25.46,207,25.46,117,25.46,96
25.48,189,25.48,113,25.48,110
25.5,149,25.5,125,25.5,96
25.52,137,25.52,114,25.52,97
25.54,129,25.54,110,25.54,85
25.56,121,25.56,110,25.56,113
25.58,120,25.58,107,25.58,94
25.6,112,25.6,118,25.6,96
25.62,101,25.62,103,25.62,109
25.64,83,25.64,114,25.64,102
25.66,97,25.66,95,25.66,110
25.68,96,25.68,93,25.68,97
25.7,114,25.7,86,25.7,119
25.72,101,25.72,95,25.72,125
25.74,105,25.74,91,25.74,123
25.76,95,25.76,85,25.76,137
25.78,94,25.78,101,25.78,135
25.8,91,25.8,77,25.8,139
25.82,85,25.82,69,25.82,160
25.84,79,25.84,69,25.84,139
25.86,76,25.86,92,25.86,160
25.88,101,25.88,75,25.88,151
25.9,93,25.9,82,25.9,190
25.92,112,25.92,71,25.92,176
25.94,118,25.94,79,25.94,165
25.96,109,25.96,76,25.96,157
25.98,98,25.98,86,25.98,200
26,117,26,83,26,206
26.02,124,26.02,72,26.02,201
26.04,119,26.04,90,26.04,208
26.06,150,26.06,80,26.06,192
26.08,128,26.08,73,26.08,188
26.1,156,26.1,100,26.1,180
26.12,179,26.12,91,26.12,201
26.14,174,26.14,94,26.14,184
26.16,218,26.16,78,26.16,179
26.18,213,26.18,88,26.18,178
26.2,257,26.2,87,26.2,157
26.22,290,26.22,81,26.22,155
26.24,295,26.24,88,26.24,185
26.26,322,26.26,91,26.26,179
26.28,340,26.28,83,26.28,164
26.3,342,26.3,103,26.3,168
26.32,462,26.32,86,26.32,179
26.34,467,26.34,88,26.34,152
26.36,478,26.36,95,26.36,162
26.38,521,26.38,108,26.38,159
26.4,531,26.4,99,26.4,149
26.42,532,26.42,109,26.42,162
26.44,480,26.44,92,26.44,170
26.46,427,26.46,101,26.46,157
26.48,296,26.48,105,26.48,143
26.5,263,26.5,104,26.5,184
26.52,185,26.52,89,26.52,143
26.54,158,26.54,88,26.54,165
26.56,115,26.56,116,26.56,170
26.58,127,26.58,97,26.58,185
26.6,83,26.6,97,26.6,180
26.62,81,26.62,98,26.62,183
26.64,87,26.64,109,26.64,176
26.66,68,26.66,99,26.66,164
26.68,78,26.68,95,26.68,179
26.7,83,26.7,112,26.7,151
26.72,84,26.72,119,26.72,166
26.74,72,26.74,132,26.74,175
26.76,73,26.76,124,26.76,174
26.78,74,26.78,122,26.78,125
26.8,66,26.8,153,26.8,143
26.82,59,26.82,119,26.82,104
26.84,61,26.84,116,26.84,124
26.86,63,26.86,110,26.86,98
26.88,71,26.88,122,26.88,108
26.9,64,26.9,115,26.9,104
26.92,60,26.92,121,26.92,86
26.94,70,26.94,118,26.94,84
26.96,77,26.96,125,26.96,86
26.98,74,26.98,131,26.98,83
27,79,27,134,27,64
27.02,81,27.02,148,27.02,87
27.04,96,27.04,120,27.04,71
27.06,77,27.06,126,27.06,57
27.08,83,27.08,149,27.08,56
27.1,110,27.1,164,27.1,94
27.12,98,27.12,131,27.12,67
27.14,116,27.14,127,27.14,86
27.16,107,27.16,141,27.16,86
27.18,128,27.18,135,27.18,92
27.2,90,27.2,145,27.2,91
27.22,94,27.22,142,27.22,83
27.24,99,27.24,146,27.24,63
27.26,81,27.26,135,27.26,78
27.28,98,27.28,151,27.28,78
27.3,98,27.3,158,27.3,83
27.32,115,27.32,134,27.32,79
27.34,88,27.34,159,27.34,81
27.36,90,27.36,141,27.36,76
27.38,96,27.38,148,27.38,90
27.4,103,27.4,151,27.4,82
27.42,105,27.42,132,27.42,79
27.44,105,27.44,145,27.44,79
27.46,111,27.46,143,27.46,73
27.48,130,27.48,156,27.48,61
27.5,117,27.5,145,27.5,89
27.52,130,27.52,163,27.52,77
27.54,128,27.54,129,27.54,64
27.56,136,27.56,147,27.56,86
27.58,148,27.58,162,27.58,96
27.6,128,27.6,158,27.6,90
27.62,156,27.62,147,27.62,87
27.64,122,27.64,131,27.64,80
27.66,131,27.66,159,27.66,76
27.68,114,27.68,126,27.68,82
27.7,114,27.7,127,27.7,75
27.72,93,27.72,147,27.72,85
27.74,92,27.74,155,27.74,85
27.76,74,27.76,122,27.76,83
27.78,69,27.78,135,27.78,90
27.8,62,27.8,157,27.8,91
27.82,58,27.82,132,27.82,86
27.84,43,27.84,137,27.84,77
27.86,57,27.86,138,27.86,92
27.88,72,27.88,120,27.88,84
27.9,68,27.9,123,27.9,72
27.92,57,27.92,127,27.92,61
27.94,63,27.94,127,27.94,83
27.96,64,27.96,111,27.96,70
27.98,54,27.98,109,27.98,77
28,54,28,86,28,78
28.02,69,28.02,113,28.02,79
28.04,56,28.04,109,28.04,84
28.06,74,28.06,96,28.06,81
28.08,58,28.08,91,28.08,80
28.1,60,28.1,96,28.1,101
28.12,59,28.12,95,28.12,109
28.14,71,28.14,108,28.14,91
28.16,67,28.16,105,28.16,102
28.18,72,28.18,97,28.18,103
28.2,66,28.2,78,28.2,96
28.22,95,28.22,112,28.22,95
28.24,74,28.24,86,28.24,74
28.26,82,28.26,83,28.26,87
28.28,87,28.28,79,28.28,84
28.3,102,28.3,86,28.3,68
28.32,96,28.32,77,28.32,84
28.34,119,28.34,101,28.34,89
28.36,156,28.36,70,28.36,84
28.38,130,28.38,77,28.38,85
28.4,147,28.4,79,28.4,86
28.42,162,28.42,78,28.42,78
28.44,185,28.44,63,28.44,93
28.46,226,28.46,82,28.46,91
28.48,213,28.48,70,28.48,97
28.5,227,28.5,76,28.5,96
28.52,260,28.52,73,28.52,111
28.54,258,28.54,82,28.54,99
28.56,267,28.56,76,28.56,118
28.58,276,28.58,71,28.58,132
28.6,260,28.6,79,28.6,163
28.62,266,28.62,81,28.62,178
28.64,237,28.64,83,28.64,177
28.66,279,28.66,98,28.66,170
28.68,211,28.68,88,28.68,192
28.7,217,28.7,84,28.7,200
28.72,186,28.72,88,28.72,205
28.74,168,28.74,72,28.74,237
28.76,131,28.76,74,28.76,196
28.78,149,28.78,108,28.78,252
28.8,131,28.8,92,28.8,196
28.82,139,28.82,82,28.82,194
28.84,132,28.84,74,28.84,178
28.86,104,28.86,106,28.86,172
28.88,110,28.88,82,28.88,146
28.9,100,28.9,83,28.9,133
28.92,95,28.92,86,28.92,117
28.94,94,28.94,77,28.94,94
28.96,94,28.96,80,28.96,86
28.98,99,28.98,80,28.98,95
29,71,29,77,29,84
29.02,66,29.02,39,29.02,97
29.04,74,29.04,68,29.04,85
29.06,61,29.06,61,29.06,95
29.08,57,29.08,65,29.08,84
29.1,55,29.1,66,29.1,91
29.12,63,29.12,65,29.12,82
29.14,63,29.14,49,29.14,81
29.16,49,29.16,61,29.16,75
29.18,64,29.18,42,29.18,76
29.2,74,29.2,58,29.2,87
29.22,85,29.22,60,29.22,88
29.24,84,29.24,58,29.24,89
29.26,109,29.26,42,29.26,82
29.28,74,29.28,61,29.28,91
29.3,110,29.3,58,29.3,78
29.32,97,29.32,57,29.32,108
29.34,121,29.34,44,29.34,88
29.36,126,29.36,52,29.36,88
29.38,107,29.38,47,29.38,78
29.4,154,29.4,52,29.4,105
29.42,146,29.42,58,29.42,111
29.44,139,29.44,51,29.44,85
29.46,122,29.46,66,29.46,95
29.48,141,29.48,52,29.48,113
29.5,135,29.5,72,29.5,105
29.52,151,29.52,59,29.52,127
29.54,128,29.54,63,29.54,119
29.56,132,29.56,80,29.56,116
29.58,127,29.58,59,29.58,107
29.6,151,29.6,76,29.6,125
29.62,172,29.62,64,29.62,136
29.64,158,29.64,76,29.64,129
29.66,181,29.66,73,29.66,117
29.68,203,29.68,97,29.68,120
29.7,232,29.7,74,29.7,131
29.72,198,29.72,82,29.72,131
29.74,209,29.74,84,29.74,84
29.76,213,29.76,78,29.76,96
29.78,218,29.78,84,29.78,86
29.8,213,29.8,67,29.8,84
29.82,195,29.82,79,29.82,76
29.84,179,29.84,81,29.84,107
29.86,159,29.86,93,29.86,74
29.88,127,29.88,75,29.88,77
29.9,111,29.9,76,29.9,65
29.92,91,29.92,70,29.92,80
29.94,96,29.94,83,29.94,82
29.96,75,29.96,69,29.96,82
29.98,67,29.98,69,29.98,73
30,91,30,79,30,85
30.02,86,30.02,87,30.02,77
30.04,103,30.04,89,30.04,82
30.06,104,30.06,83,30.06,65
30.08,110,30.08,84,30.08,89
30.1,121,30.1,67,30.1,91
30.12,139,30.12,70,30.12,99
30.14,120,30.14,91,30.14,89
30.16,135,30.16,77,30.16,85
30.18,132,30.18,96,30.18,84
30.2,161,30.2,86,30.2,98
30.22,156,30.22,92,30.22,83
30.24,164,30.24,84,30.24,112
30.26,177,30.26,67,30.26,90
30.28,156,30.28,76,30.28,96
30.3,138,30.3,76,30.3,96
30.32,144,30.32,68,30.32,99
30.34,121,30.34,75,30.34,103
30.36,117,30.36,79,30.36,112
30.38,101,30.38,78,30.38,90
30.4,105,30.4,77,30.4,111
30.42,99,30.42,82,30.42,83
30.44,92,30.44,73,30.44,99
30.46,91,30.46,79,30.46,89
30.48,94,30.48,85,30.48,93
30.5,76,30.5,84,30.5,94
30.52,67,30.52,84,30.52,94
30.54,90,30.54,75,30.54,101
30.56,79,30.56,72,30.56,105
30.58,66,30.58,67,30.58,87
30.6,80,30.6,69,30.6,79
30.62,67,30.62,83,30.62,98
30.64,78,30.64,80,30.64,83
30.66,77,30.66,72,30.66,92
30.68,80,30.68,65,30.68,84
30.7,76,30.7,73,30.7,76
30.72,72,30.72,72,30.72,92
30.74,88,30.74,73,30.74,75
30.76,85,30.76,56,30.76,94
30.78,85,30.78,67,30.78,89
30.8,106,30.8,63,30.8,83
30.82,94,30.82,67,30.82,85
30.84,108,30.84,72,30.84,93
30.86,118,30.86,73,30.86,83
30.88,125,30.88,78,30.88,85
30.9,126,30.9,84,30.9,76
30.92,133,30.92,79,30.92,78
30.94,130,30.94,82,30.94,76
30.96,140,30.96,76,30.96,68
30.98,139,30.98,67,30.98,80
31,150,31,71,31,68
31.02,182,31.02,67,31.02,72
31.04,161,31.04,77,31.04,68
31.06,203,31.06,74,31.06,57
31.08,173,31.08,90,31.08,85
31.1,154,31.1,85,31.1,64
31.12,143,31.12,66,31.12,56
31.14,143,31.14,80,31.14,83
31.16,124,31.16,91,31.16,75
31.18,92,31.18,69,31.18,67
31.2,90,31.2,73,31.2,54
31.22,79,31.22,76,31.22,75
31.24,85,31.24,93,31.24,74
31.26,77,31.26,75,31.26,71
31.28,61,31.28,79,31.28,63
31.3,68,31.3,74,31.3,72
31.32,59,31.32,63,31.32,85
31.34,64,31.34,86,31.34,66
31.36,57,31.36,65,31.36,89
31.38,57,31.38,87,31.38,69
31.4,40,31.4,77,31.4,76
31.42,55,31.42,77,31.42,82
31.44,46,31.44,72,31.44,70
31.46,57,31.46,67,31.46,81
31.48,58,31.48,63,31.48,66
31.5,64,31.5,68,31.5,83
31.52,55,31.52,72,31.52,74
31.54,65,31.54,72,31.54,79
31.56,54,31.56,60,31.56,66
31.58,53,31.58,82,31.58,73
31.6,57,31.6,91,31.6,84
31.62,52,31.62,82,31.62,78
31.64,61,31.64,65,31.64,75
31.66,58,31.66,70,31.66,85
31.68,67,31.68,65,31.68,72
31.7,56,31.7,67,31.7,81
31.72,53,31.72,70,31.72,84
31.74,54,31.74,66,31.74,74
31.76,57,31.76,67,31.76,67
31.78,57,31.78,67,31.78,71
31.8,55,31.8,68,31.8,77
31.82,44,31.82,72,31.82,77
31.84,66,31.84,63,31.84,78
31.86,63,31.86,85,31.86,61
31.88,69,31.88,76,31.88,54
31.9,56,31.9,84,31.9,60
31.92,74,31.92,84,31.92,66
31.94,56,31.94,91,31.94,59
31.96,52,31.96,92,31.96,55
31.98,57,31.98,94,31.98,55
32,61,32,89,32,73
32.02,63,32.02,92,32.02,63
32.04,56,32.04,83,32.04,52
32.06,48,32.06,75,32.06,48
32.08,69,32.08,94,32.08,60
32.1,52,32.1,103,32.1,56
32.12,62,32.12,94,32.12,62
32.14,55,32.14,87,32.14,61
32.16,52,32.16,99,32.16,58
32.18,62,32.18,98,32.18,56
32.2,66,32.2,104,32.2,80
32.22,63,32.22,89,32.22,67
32.24,62,32.24,75,32.24,67
32.26,80,32.26,72,32.26,64
32.28,72,32.28,82,32.28,81
32.3,82,32.3,74,32.3,72
32.32,87,32.32,87,32.32,66
32.34,76,32.34,65,32.34,78
32.36,82,32.36,71,32.36,60
32.38,84,32.38,70,32.38,77
32.4,100,32.4,67,32.4,70
32.42,80,32.42,67,32.42,54
32.44,69,32.44,79,32.44,53
32.46,71,32.46,68,32.46,52
32.48,65,32.48,74,32.48,50
32.5,81,32.5,78,32.5,65
32.52,71,32.52,91,32.52,55
32.54,65,32.54,71,32.54,71
32.56,97,32.56,62,32.56,71
32.58,72,32.58,70,32.58,77
32.6,77,32.6,66,32.6,78
32.62,88,32.62,60,32.62,87
32.64,84,32.64,78,32.64,71
32.66,84,32.66,71,32.66,67
32.68,91,32.68,69,32.68,63
32.7,75,32.7,70,32.7,90
32.72,66,32.72,74,32.72,86
32.74,75,32.74,80,32.74,86
32.76,84,32.76,81,32.76,82
32.78,71,32.78,78,32.78,90
32.8,65,32.8,73,32.8,77
32.82,86,32.82,76,32.82,90
32.84,81,32.84,62,32.84,94
32.86,92,32.86,71,32.86,71
32.88,94,32.88,80,32.88,94
32.9,83,32.9,77,32.9,75
32.92,102,32.92,73,32.92,63
32.94,104,32.94,67,32.94,96
32.96,86,32.96,67,32.96,92
32.98,106,32.98,75,32.98,79
33,95,33,56,33,93
33.02,72,33.02,69,33.02,93
33.04,67,33.04,47,33.04,79
33.06,94,33.06,66,33.06,70
33.08,89,33.08,89,33.08,58
33.1,70,33.1,73,33.1,69
33.12,91,33.12,82,33.12,64
33.14,83,33.14,89,33.14,47
33.16,91,33.16,82,33.16,54
33.18,84,33.18,75,33.18,65
33.2,79,33.2,60,33.2,42
33.22,78,33.22,74,33.22,50
33.24,72,33.24,69,33.24,53
33.26,86,33.26,73,33.26,50
33.28,87,33.28,66,33.28,52
33.3,90,33.3,83,33.3,54
33.32,94,33.32,56,33.32,50
33.34,102,33.34,55,33.34,45
33.36,94,33.36,67,33.36,62
33.38,86,33.38,55,33.38,47
33.4,96,33.4,72,33.4,47
33.42,109,33.42,64,33.42,41
33.44,98,33.44,53,33.44,54
33.46,91,33.46,61,33.46,47
33.48,96,33.48,63,33.48,50
33.5,95,33.5,63,33.5,55
33.52,96,33.52,68,33.52,45
33.54,83,33.54,55,33.54,47
33.56,93,33.56,58,33.56,48
33.58,94,33.58,51,33.58,42
33.6,95,33.6,69,33.6,49
33.62,90,33.62,65,33.62,37
33.64,70,33.64,65,33.64,37
33.66,77,33.66,72,33.66,35
33.68,82,33.68,53,33.68,40
33.7,74,33.7,68,33.7,58
33.72,75,33.72,64,33.72,47
33.74,82,33.74,60,33.74,49
33.76,97,33.76,57,33.76,82
33.78,86,33.78,57,33.78,43
33.8,99,33.8,68,33.8,53
33.82,107,33.82,77,33.82,45
33.84,109,33.84,64,33.84,48
33.86,113,33.86,59,33.86,54
33.88,117,33.88,68,33.88,53
33.9,140,33.9,66,33.9,59
33.92,114,33.92,60,33.92,55
33.94,99,33.94,66,33.94,57
33.96,93,33.96,63,33.96,50
33.98,97,33.98,83,33.98,56
34,76,34,82,34,58
34.02,84,34.02,66,34.02,58
34.04,64,34.04,61,34.04,66
34.06,57,34.06,84,34.06,62
34.08,49,34.08,93,34.08,56
34.1,51,34.1,66,34.1,46
34.12,46,34.12,53,34.12,59
34.14,47,34.14,86,34.14,72
34.16,48,34.16,64,34.16,63
34.18,41,34.18,58,34.18,64
34.2,42,34.2,79,34.2,70
34.22,33,34.22,74,34.22,80
34.24,40,34.24,87,34.24,73
34.26,36,34.26,70,34.26,62
34.28,47,34.28,67,34.28,63
34.3,40,34.3,77,34.3,68
34.32,46,34.32,70,34.32,80
34.34,51,34.34,59,34.34,69
34.36,50,34.36,79,34.36,71
34.38,55,34.38,54,34.38,68
34.4,51,34.4,68,34.4,77
34.42,36,34.42,72,34.42,72
34.44,48,34.44,64,34.44,84
34.46,37,34.46,66,34.46,57
34.48,44,34.48,52,34.48,57
34.5,42,34.5,67,34.5,59
34.52,33,34.52,50,34.52,62
34.54,47,34.54,74,34.54,72
34.56,51,34.56,64,34.56,60
34.58,49,34.58,60,34.58,68
34.6,33,34.6,69,34.6,76
34.62,33,34.62,57,34.62,69
34.64,41,34.64,64,34.64,52
34.66,45,34.66,48,34.66,59
34.68,45,34.68,48,34.68,64
34.7,48,34.7,70,34.7,53
34.72,44,34.72,54,34.72,61
34.74,52,34.74,60,34.74,46
34.76,50,34.76,71,34.76,49
34.78,50,34.78,63,34.78,40
34.8,39,34.8,47,34.8,60
34.82,59,34.82,50,34.82,41
34.84,55,34.84,55,34.84,44
34.86,53,34.86,54,34.86,61
34.88,50,34.88,56,34.88,38
34.9,58,34.9,46,34.9,34
34.92,65,34.92,42,34.92,42
34.94,61,34.94,47,34.94,40
34.96,75,34.96,50,34.96,41
34.98,44,34.98,45,34.98,42
35,53,35,48,35,51
35.02,59,35.02,37,35.02,56
35.04,55,35.04,40,35.04,40
35.06,50,35.06,48,35.06,37
35.08,48,35.08,49,35.08,43
35.1,53,35.1,46,35.1,35
35.12,52,35.12,46,35.12,45
35.14,39,35.14,28,35.14,45
35.16,48,35.16,47,35.16,53
35.18,49,35.18,48,35.18,58
35.2,45,35.2,41,35.2,50
35.22,50,35.22,65,35.22,50
35.24,42,35.24,47,35.24,45
35.26,42,35.26,43,35.26,45
35.28,52,35.28,53,35.28,48
35.3,41,35.3,49,35.3,42
35.32,49,35.32,66,35.32,48
35.34,48,35.34,56,35.34,50
35.36,40,35.36,43,35.36,38
35.38,59,35.38,59,35.38,56
35.4,45,35.4,49,35.4,46
35.42,34,35.42,52,35.42,54
35.44,34,35.44,53,35.44,52
35.46,41,35.46,55,35.46,53
35.48,32,35.48,51,35.48,60
35.5,37,35.5,56,35.5,47
35.52,40,35.52,70,35.52,66
35.54,44,35.54,50,35.54,49
35.56,29,35.56,66,35.56,65
35.58,54,35.58,61,35.58,66
35.6,42,35.6,63,35.6,64
35.62,40,35.62,64,35.62,58
35.64,36,35.64,61,35.64,56
35.66,47,35.66,63,35.66,77
35.68,57,35.68,57,35.68,68
35.7,48,35.7,62,35.7,65
35.72,53,35.72,59,35.72,67
35.74,67,35.74,49,35.74,63
35.76,66,35.76,51,35.76,72
35.78,72,35.78,55,35.78,59
35.8,61,35.8,45,35.8,63
35.82,79,35.82,49,35.82,52
35.84,64,35.84,61,35.84,56
35.86,65,35.86,49,35.86,73
35.88,60,35.88,57,35.88,51
35.9,65,35.9,53,35.9,60
35.92,62,35.92,65,35.92,55
35.94,63,35.94,46,35.94,63
