PDI-H-COOH,,PDI-Me-COOH,,PDI-OMe-COOH
Wavenumber,intensity,Wavenumber,intensity,Wavenumber,intensity
747.7631,47.52546,747.7631,31.89985,747.7631,51.87043
748.2452,48.87292,748.2452,32.31005,748.2452,52.11866
748.7273,50.15549,748.7273,32.9327,748.7273,52.29988
749.2094,51.30919,749.2094,33.68939,749.2094,52.40155
749.6915,52.27532,749.6915,34.49486,749.6915,52.42737
750.1736,53.00563,750.1736,35.2716,750.1736,52.39137
750.6558,53.46387,750.6558,35.96167,750.6558,52.31183
751.1379,53.62545,751.1379,36.53273,751.1379,52.20742
751.62,53.47703,751.62,36.97805,751.62,52.0963
752.1021,53.01773,752.1021,37.31102,752.1021,51.99708
752.5842,52.26174,752.5842,37.55688,752.5842,51.92941
753.0663,51.24014,753.0663,37.74392,753.0663,51.91273
753.5485,49.99962,753.5485,37.89688,753.5485,51.96329
754.0306,48.59728,754.0306,38.03367,754.0306,52.0907
754.5127,47.09377,754.5127,38.16553,754.5127,52.29635
754.9948,45.54861,754.9948,38.29951,754.9948,52.57445
755.4769,44.02065,755.4769,38.44086,755.4769,52.91504
755.959,42.5733,755.959,38.59357,755.959,53.30717
756.4412,41.28098,756.4412,38.75833,756.4412,53.74035
756.9233,40.23158,756.9233,38.92882,756.9233,54.20368
757.4054,39.522,757.4054,39.08888,757.4054,54.68361
757.8875,39.24688,757.8875,39.21271,757.8875,55.16219
758.3696,39.484,758.3696,39.26959,758.3696,55.61767
758.8517,40.2809,758.8517,39.23176,758.8517,56.0279
759.3339,41.64494,759.3339,39.08318,759.3339,56.37559
759.816,43.538,759.816,38.82645,759.816,56.65372
760.2981,45.87445,760.2981,38.48826,760.2981,56.87157
760.7802,48.52903,760.7802,38.10875,760.7802,57.04724
761.2623,51.34629,761.2623,37.74485,761.2623,57.2123
761.7444,54.16025,761.7444,37.46144,761.7444,57.40507
762.2266,56.81642,762.2266,37.32508,762.2266,57.66433
762.7087,59.19061,762.7087,37.39901,762.7087,58.02379
763.1908,61.1997,763.1908,37.73936,763.1908,58.50822
763.6729,62.80324,763.6729,38.39079,763.6729,59.13143
764.155,63.99775,764.155,39.38054,764.155,59.8955
764.6371,64.80711,764.6371,40.7112,764.6371,60.79095
765.1193,65.27177,765.1193,42.35535,765.1193,61.79794
765.6014,65.43833,765.6014,44.25518,765.6014,62.88849
766.0835,65.35167,766.0835,46.32842,766.0835,64.02979
766.5656,65.05093,766.5656,48.47891,766.5656,65.18776
767.0477,64.56968,767.0477,50.6078,767.0477,66.3297
767.5298,63.93966,767.5298,52.62202,767.5298,67.42612
768.012,63.19503,768.012,54.4393,768.012,68.45171
768.4941,62.37458,768.4941,55.99042,768.4941,69.38602
768.9762,61.51999,768.9762,57.22071,768.9762,70.21429
769.4583,60.6707,769.4583,58.09179,769.4583,70.92779
769.9404,59.85861,769.9404,58.58371,769.9404,71.52341
770.4225,59.10537,770.4225,58.69773,770.4225,72.00266
770.9047,58.42456,770.9047,58.45944,770.9047,72.37075
771.3868,57.82723,771.3868,57.92159,771.3868,72.6368
771.8689,57.3278,771.8689,57.16521,771.8689,72.81593
772.351,56.94618,772.351,56.29586,772.351,72.93211
772.8331,56.7048,772.8331,55.43382,772.8331,73.02068
773.3152,56.62086,773.3152,54.69811,773.3152,73.12782
773.7974,56.69783,773.7974,54.18921,773.7974,73.30621
774.2795,56.92008,774.2795,53.97498,774.2795,73.60701
774.7616,57.25359,774.7616,54.08441,774.7616,74.06963
775.2437,57.65233,775.2437,54.50919,775.2437,74.71222
775.7258,58.06857,775.7258,55.21144,775.7258,75.52502
776.2079,58.46307,776.2079,56.13441,776.2079,76.46939
776.6901,58.81193,776.6901,57.21353,776.6901,77.48345
777.1722,59.10758,777.1722,58.38526,777.1722,78.49364
777.6543,59.35402,777.6543,59.59238,777.6543,79.42893
778.1364,59.55879,778.1364,60.78507,778.1364,80.23305
778.6185,59.72549,778.6185,61.91911,778.6185,80.87164
779.1006,59.84983,779.1006,62.95351,779.1006,81.33339
779.5828,59.92057,779.5828,63.85034,779.5828,81.62647
780.0649,59.92392,780.0649,64.5775,780.0649,81.77272
780.547,59.84877,780.547,65.11396,780.547,81.80108
781.0291,59.69022,781.0291,65.45431,781.0291,81.7419
781.5112,59.44941,781.5112,65.61047,781.5112,81.62271
781.9933,59.1307,781.9933,65.60872,781.9933,81.46579
782.4755,58.73815,782.4755,65.48374,782.4755,81.28763
782.9576,58.27351,782.9576,65.27171,782.9576,81.09969
783.4397,57.73698,783.4397,65.00471,783.4397,80.90972
783.9218,57.13,783.9218,64.70758,783.9218,80.72284
784.4039,56.4585,784.4039,64.39712,784.4039,80.54198
784.886,55.73452,784.886,64.08286,784.886,80.36811
785.3682,54.97568,785.3682,63.76873,785.3682,80.2001
785.8503,54.20294,785.8503,63.45471,785.8503,80.03559
786.3324,53.4383,786.3324,63.13856,786.3324,79.87186
786.8145,52.70338,786.8145,62.81717,786.8145,79.70757
787.2966,52.01905,787.2966,62.48757,787.2966,79.5435
787.7787,51.40524,787.7787,62.14746,787.7787,79.38273
788.2609,50.87987,788.2609,61.7951,788.2609,79.22922
788.743,50.45659,788.743,61.42876,788.743,79.08549
789.2251,50.14203,789.2251,61.04618,789.2251,78.95054
789.7072,49.93365,789.7072,60.64428,789.7072,78.81878
790.1893,49.81937,790.1893,60.21977,790.1893,78.68077
790.6714,49.77914,790.6714,59.77037,790.6714,78.52531
791.1536,49.78857,791.1536,59.29574,791.1536,78.34215
791.6357,49.82341,791.6357,58.7976,791.6357,78.12417
792.1178,49.86416,792.1178,58.27869,792.1178,77.8679
792.5999,49.8993,792.5999,57.74061,792.5999,77.57236
793.082,49.9265,793.082,57.1819,793.082,77.23695
793.5641,49.95132,793.5641,56.59712,793.5641,76.85932
794.0463,49.98392,794.0463,55.97789,794.0463,76.43443
794.5284,50.03484,794.5284,55.31498,794.5284,75.95522
795.0105,50.11021,795.0105,54.60054,795.0105,75.41391
795.4926,50.20747,795.4926,53.82903,795.4926,74.80339
795.9747,50.31167,795.9747,52.99632,795.9747,74.11746
796.4568,50.39331,796.4568,52.09745,796.4568,73.34978
796.939,50.40821,796.939,51.12464,796.939,72.49223
797.4211,50.30088,797.4211,50.06705,797.4211,71.5341
797.9032,50.01189,797.9032,48.91296,797.9032,70.46258
798.3853,49.49044,798.3853,47.65323,798.3853,69.26516
798.8674,48.71085,798.8674,46.28463,798.8674,67.93288
799.3495,47.69035,799.3495,44.81101,799.3495,66.46394
799.8317,46.50256,799.8317,43.24292,799.8317,64.8672
800.3138,45.28084,800.3138,41.59732,800.3138,63.16604
800.7959,44.20794,800.7959,39.90115,800.7959,61.404
801.278,43.49251,801.278,38.20038,801.278,59.65228
801.7601,43.33649,801.7601,36.57354,801.7601,58.01699
802.2422,43.89904,802.2422,35.14378,802.2422,56.64197
802.7244,45.26334,802.7244,34.08081,802.7244,55.70085
803.2065,47.41397,803.2065,33.58521,803.2065,55.37456
803.6886,50.23252,803.6886,33.85345,803.6886,55.81604
804.1707,53.5158,804.1707,35.03052,804.1707,57.11072
804.6528,57.0125,804.6528,37.1645,804.6528,59.24584
805.1349,60.46761,805.1349,40.17774,805.1349,62.09916
805.6171,63.66083,805.6171,43.86369,805.6171,65.4512
806.0992,66.43118,806.0992,47.91096,806.0992,69.01793
806.5813,68.68613,806.5813,51.95015,806.5813,72.49654
807.0634,70.39902,807.0634,55.61507,807.0634,75.61535
807.5455,71.59826,807.5455,58.60566,807.5455,78.17709
808.0276,72.35156,808.0276,60.73595,808.0276,80.08461
808.5098,72.74763,808.5098,61.95329,808.5098,81.34186
808.9919,72.87811,808.9919,62.32416,808.9919,82.03136
809.474,72.82394,809.474,61.99483,809.474,82.27745
809.9561,72.64757,809.9561,61.14361,809.9561,82.20947
810.4382,72.39191,810.4382,59.94,810.4382,81.93546
810.9203,72.08376,810.9203,58.52035,810.9203,81.53119
811.4025,71.73965,811.4025,56.98099,811.4025,81.04301
811.8846,71.37075,811.8846,55.38421,811.8846,80.49821
812.3667,70.98599,812.3667,53.7703,812.3667,79.91679
812.8488,70.59254,812.8488,52.16879,812.8488,79.31924
813.3309,70.19505,813.3309,50.60537,813.3309,78.72887
813.813,69.79511,813.813,49.10329,813.813,78.17
814.2952,69.39178,814.2952,47.68126,814.2952,77.66441
814.7773,68.9835,814.7773,46.35032,814.7773,77.22823
815.2594,68.57066,815.2594,45.11237,815.2594,76.87029
815.7415,68.15723,815.7415,43.96183,815.7415,76.59178
816.2236,67.75092,816.2236,42.89038,816.2236,76.38628
816.7057,67.36128,816.7057,41.89321,816.7057,76.23981
817.1879,66.997,817.1879,40.97485,817.1879,76.13069
817.67,66.66343,817.67,40.15234,817.67,76.03046
818.1521,66.3617,818.1521,39.45501,818.1521,75.90664
818.6342,66.08991,818.6342,38.92106,818.6342,75.72786
819.1163,65.84575,819.1163,38.59194,819.1163,75.47044
819.5984,65.62959,819.5984,38.50641,819.5984,75.12426
820.0806,65.4464,820.0806,38.69569,820.0806,74.69527
820.5627,65.30515,820.5627,39.17995,820.5627,74.20332
821.0448,65.21588,821.0448,39.96602,821.0448,73.67561
821.5269,65.18526,821.5269,41.04506,821.5269,73.13806
822.009,65.21227,822.009,42.39059,822.009,72.60755
822.4911,65.2858,822.4911,43.95824,822.4911,72.08686
822.9733,65.38569,822.9733,45.68869,822.9733,71.56444
823.4554,65.48673,823.4554,47.51455,823.4554,71.01867
823.9375,65.56486,823.9375,49.36939,823.9375,70.42542
824.4196,65.60274,824.4196,51.1957,824.4196,69.76628
824.9017,65.59314,824.9017,52.94931,824.9017,69.03551
825.3839,65.53914,825.3839,54.5994,825.3839,68.24364
825.866,65.45169,825.866,56.12611,825.866,67.41746
826.3481,65.34581,826.3481,57.51761,826.3481,66.59654
826.8302,65.23665,826.8302,58.76884,826.8302,65.82741
827.3123,65.13671,827.3123,59.88142,827.3123,65.15672
827.7944,65.05473,827.7944,60.8635,827.7944,64.62544
828.2766,64.99598,828.2766,61.72816,828.2766,64.2651
828.7587,64.96311,828.7587,62.49009,828.7587,64.09631
829.2408,64.957,829.2408,63.16154,829.2408,64.12844
829.7229,64.97668,829.7229,63.74929,829.7229,64.35947
830.205,65.0189,830.205,64.25399,830.205,64.77591
830.6871,65.07758,830.6871,64.67227,830.6871,65.3533
831.1693,65.14388,831.1693,65.00022,831.1693,66.05851
831.6514,65.2072,831.6514,65.23656,831.6514,66.85368
832.1335,65.2569,832.1335,65.38395,832.1335,67.70135
832.6156,65.28393,832.6156,65.44839,832.6156,68.56888
833.0977,65.28226,833.0977,65.43738,833.0977,69.43104
833.5798,65.24918,833.5798,65.35864,833.5798,70.27055
834.062,65.18503,834.062,65.22032,834.062,71.07693
834.5441,65.09214,834.5441,65.03246,834.5441,71.84477
835.0262,64.97357,835.0262,64.80872,835.0262,72.57171
835.5083,64.83213,835.5083,64.56701,835.5083,73.2571
835.9904,64.6696,835.9904,64.32788,835.9904,73.90073
836.4725,64.48675,836.4725,64.11149,836.4725,74.50214
836.9547,64.28358,836.9547,63.9334,836.9547,75.06023
837.4368,64.05992,837.4368,63.80148,837.4368,75.57334
837.9189,63.81567,837.9189,63.71443,837.9189,76.04003
838.401,63.5509,838.401,63.66285,838.401,76.45985
838.8831,63.26569,838.8831,63.63221,838.8831,76.83408
839.3652,62.96008,839.3652,63.60668,839.3652,77.16581
839.8474,62.63405,839.8474,63.57241,839.8474,77.45911
840.3295,62.2879,840.3295,63.51933,840.3295,77.71792
840.8116,61.92263,840.8116,63.44175,840.8116,77.94498
841.2937,61.54027,841.2937,63.33813,841.2937,78.14155
841.7758,61.14355,841.7758,63.21095,841.7758,78.30785
842.2579,60.73545,842.2579,63.06668,842.2579,78.4441
842.7401,60.31872,842.7401,62.91579,842.7401,78.55151
843.2222,59.89593,843.2222,62.77179,843.2222,78.63256
843.7043,59.4703,843.7043,62.64925,843.7043,78.69068
844.1864,59.04752,844.1864,62.56102,844.1864,78.72935
844.6685,58.63736,844.6685,62.51518,844.6685,78.75146
845.1506,58.2546,845.1506,62.51279,845.1506,78.75908
845.6328,57.91819,845.6328,62.5475,845.6328,78.75378
846.1149,57.6485,846.1149,62.60706,846.1149,78.7373
846.597,57.46355,846.597,62.67632,846.597,78.71188
847.0791,57.37502,847.0791,62.74068,847.0791,78.67995
847.5612,57.38544,847.5612,62.78867,847.5612,78.64335
848.0433,57.48729,848.0433,62.81274,848.0433,78.6023
848.5255,57.66358,848.5255,62.80857,848.5255,78.55499
849.0076,57.88997,849.0076,62.77363,849.0076,78.49769
849.4897,58.13806,849.4897,62.70593,849.4897,78.42589
849.9718,58.37938,849.9718,62.60377,849.9718,78.33553
850.4539,58.58978,850.4539,62.46598,850.4539,78.22417
850.936,58.75306,850.936,62.29289,850.936,78.09133
851.4182,58.86296,851.4182,62.08656,851.4182,77.93835
851.9003,58.92305,851.9003,61.85078,851.9003,77.76771
852.3824,58.94453,852.3824,61.59046,852.3824,77.58273
852.8645,58.943,852.8645,61.31097,852.8645,77.38758
853.3466,58.93474,853.3466,61.01786,853.3466,77.18765
853.8287,58.93395,853.8287,60.717,853.8287,76.9898
854.3109,58.95146,854.3109,60.41489,854.3109,76.8019
854.793,58.99512,854.793,60.11905,854.793,76.63171
855.2751,59.07149,855.2751,59.83786,855.2751,76.48531
855.7572,59.18788,855.7572,59.58013,855.7572,76.36537
856.2393,59.35328,856.2393,59.35397,856.2393,76.27047
856.7214,59.57796,856.7214,59.16589,856.7214,76.19502
857.2036,59.87136,857.2036,59.01994,857.2036,76.13033
857.6857,60.2393,857.6857,58.91751,857.6857,76.06627
858.1678,60.68158,858.1678,58.85762,858.1678,75.99308
858.6499,61.19096,858.6499,58.83762,858.6499,75.9028
859.132,61.75375,859.132,58.85376,859.132,75.79002
859.6141,62.35167,859.6141,58.90141,859.6141,75.65219
860.0963,62.96429,860.0963,58.97459,860.0963,75.48951
860.5784,63.57139,860.5784,59.06556,860.5784,75.30492
861.0605,64.15495,861.0605,59.16461,861.0605,75.10386
861.5426,64.70068,861.5426,59.26084,861.5426,74.89414
862.0247,65.19894,862.0247,59.34368,862.0247,74.68506
862.5068,65.64429,862.5068,59.40462,862.5068,74.48621
862.989,66.03461,862.989,59.43852,862.989,74.3059
863.4711,66.36932,863.4711,59.44402,863.4711,74.14969
863.9532,66.64794,863.9532,59.42265,863.9532,74.01942
864.4353,66.86954,864.4353,59.37756,864.4353,73.91281
864.9174,67.03317,864.9174,59.31209,864.9174,73.82391
865.3995,67.1389,865.3995,59.22896,865.3995,73.74394
865.8817,67.18902,865.8817,59.12999,865.8817,73.66272
866.3638,67.18817,866.3638,59.0166,866.3638,73.56995
866.8459,67.14292,866.8459,58.89024,866.8459,73.45654
867.328,67.06029,867.328,58.75275,867.328,73.31544
867.8101,66.94659,867.8101,58.60645,867.8101,73.14218
868.2922,66.80667,868.2922,58.4538,868.2922,72.93504
868.7744,66.64397,868.7744,58.29703,868.7744,72.69485
869.2565,66.4612,869.2565,58.13793,869.2565,72.42467
869.7386,66.26097,869.7386,57.9777,869.7386,72.12899
870.2207,66.04624,870.2207,57.81716,870.2207,71.81293
870.7028,65.82018,870.7028,57.65689,870.7028,71.48171
871.1849,65.58568,871.1849,57.49731,871.1849,71.14
871.6671,65.34496,871.6671,57.33858,871.6671,70.79234
872.1492,65.0993,872.1492,57.18044,872.1492,70.44312
872.6313,64.84921,872.6313,57.02205,872.6313,70.09706
873.1134,64.59485,873.1134,56.86231,873.1134,69.75914
873.5955,64.33674,873.5955,56.70006,873.5955,69.4344
874.0776,64.07611,874.0776,56.53465,874.0776,69.12767
874.5598,63.8153,874.5598,56.36622,874.5598,68.84317
875.0419,63.55791,875.0419,56.19574,875.0419,68.58467
875.524,63.30872,875.524,56.02462,875.524,68.35547
876.0061,63.07356,876.0061,55.8542,876.0061,68.15855
876.4882,62.85884,876.4882,55.6853,876.4882,67.99658
876.9703,62.67092,876.9703,55.51807,876.9703,67.87173
877.4525,62.51548,877.4525,55.35223,877.4525,67.78572
877.9346,62.39671,877.9346,55.18753,877.9346,67.73985
878.4167,62.31678,878.4167,55.02418,878.4167,67.73544
878.8988,62.27541,878.8988,54.86293,878.8988,67.77398
879.3809,62.26973,879.3809,54.70469,879.3809,67.85735
879.863,62.2942,879.863,54.54978,879.863,67.98739
880.3452,62.34101,880.3452,54.3974,880.3452,68.16506
880.8273,62.40075,880.8273,54.24535,880.8273,68.38983
881.3094,62.46336,881.3094,54.09055,881.3094,68.65898
881.7915,62.51933,881.7915,53.93006,881.7915,68.9674
882.2736,62.56069,882.2736,53.76182,882.2736,69.30787
882.7557,62.58149,882.7557,53.58542,882.7557,69.6714
883.2379,62.57808,883.2379,53.40176,883.2379,70.04765
883.72,62.54893,883.72,53.21244,883.72,70.42573
884.2021,62.49438,884.2021,53.01871,884.2021,70.79482
884.6842,62.41623,884.6842,52.82086,884.6842,71.14526
885.1663,62.31722,885.1663,52.61829,885.1663,71.46918
885.6484,62.20059,885.6484,52.41014,885.6484,71.76097
886.1306,62.06954,886.1306,52.19635,886.1306,72.01719
886.6127,61.92672,886.6127,51.9784,886.6127,72.23629
887.0948,61.77401,887.0948,51.75928,887.0948,72.4183
887.5769,61.61242,887.5769,51.54263,887.5769,72.56483
888.059,61.44216,888.059,51.33138,888.059,72.67886
888.5411,61.26289,888.5411,51.12656,888.5411,72.76476
889.0233,61.07404,889.0233,50.92695,889.0233,72.82759
889.5054,60.87512,889.5054,50.72965,889.5054,72.87203
889.9875,60.66595,889.9875,50.53139,889.9875,72.90136
890.4696,60.44669,890.4696,50.32988,890.4696,72.91673
890.9517,60.21775,890.9517,50.12444,890.9517,72.91708
891.4338,59.97967,891.4338,49.91577,891.4338,72.89986
891.916,59.73269,891.916,49.70468,891.916,72.86236
892.3981,59.47663,892.3981,49.49115,892.3981,72.80296
892.8802,59.21084,892.8802,49.2737,892.8802,72.72193
893.3623,58.93464,893.3623,49.04998,893.3623,72.62121
893.8444,58.64769,893.8444,48.81796,893.8444,72.50377
894.3265,58.35069,894.3265,48.57722,894.3265,72.37253
894.8087,58.04562,894.8087,48.32961,894.8087,72.22947
895.2908,57.73578,895.2908,48.07862,895.2908,72.07534
895.7729,57.42505,895.7729,47.82829,895.7729,71.90958
896.255,57.11711,896.255,47.58164,896.255,71.73079
896.7371,56.81453,896.7371,47.34013,896.7371,71.53727
897.2192,56.5182,897.2192,47.10411,897.2192,71.32755
897.7014,56.22739,897.7014,46.8742,897.7014,71.10118
898.1835,55.94004,898.1835,46.65292,898.1835,70.85922
898.6656,55.65347,898.6656,46.44528,898.6656,70.60478
899.1477,55.36456,899.1477,46.258,899.1477,70.34292
899.6298,55.07028,899.6298,46.09756,899.6298,70.08015
900.1119,54.76798,900.1119,45.96797,900.1119,69.82343
900.5941,54.45596,900.5941,45.86939,900.5941,69.57861
901.0762,54.13458,901.0762,45.7984,901.0762,69.34946
901.5583,53.80718,901.5583,45.74963,901.5583,69.13725
902.0404,53.4809,902.0404,45.71787,902.0404,68.94107
902.5225,53.16614,902.5225,45.6995,902.5225,68.75861
903.0046,52.87498,903.0046,45.69252,903.0046,68.58698
903.4868,52.61814,903.4868,45.69554,903.4868,68.42298
903.9689,52.40158,903.9689,45.70649,903.9689,68.26302
904.451,52.22377,904.451,45.72206,904.451,68.10266
904.9331,52.07451,904.9331,45.73854,904.9331,67.9365
905.4152,51.93624,905.4152,45.75347,905.4152,67.75858
905.8973,51.78722,905.8973,45.76757,905.8973,67.56329
906.3795,51.60603,906.3795,45.78541,906.3795,67.34683
906.8616,51.37702,906.8616,45.81499,906.8616,67.1085
907.3437,51.09516,907.3437,45.86571,907.3437,66.85159
907.8258,50.77026,907.8258,45.94635,907.8258,66.58341
908.3079,50.4287,908.3079,46.06357,908.3079,66.31472
908.79,50.11221,908.79,46.22201,908.79,66.0585
909.2722,49.87317,909.2722,46.42523,909.2722,65.82891
909.7543,49.76668,909.7543,46.67712,909.7543,65.64011
910.2364,49.84044,910.2364,46.98204,910.2364,65.5052
910.7185,50.1245,910.7185,47.34374,910.7185,65.43491
911.2006,50.62316,911.2006,47.76285,911.2006,65.43597
911.6827,51.31234,911.6827,48.2347,911.6827,65.50946
912.1649,52.14395,912.1649,48.74798,912.1649,65.65018
912.647,53.05651,912.647,49.28571,912.647,65.84675
913.1291,53.98893,913.1291,49.82754,913.1291,66.08324
913.6112,54.89267,913.6112,50.35284,913.6112,66.34112
914.0933,55.73856,914.0933,50.84327,914.0933,66.60125
914.5754,56.51714,914.5754,51.28455,914.5754,66.84536
915.0576,57.23383,915.0576,51.66713,915.0576,67.05721
915.5397,57.90084,915.5397,51.98629,915.5397,67.22305
916.0218,58.52969,916.0218,52.24178,916.0218,67.33245
916.5039,59.12593,916.5039,52.43707,916.5039,67.37868
916.986,59.68763,916.986,52.57833,916.986,67.3592
917.4681,60.20671,917.4681,52.67317,917.4681,67.27596
917.9503,60.67222,917.9503,52.72933,917.9503,67.13548
918.4324,61.07389,918.4324,52.75346,918.4324,66.94875
918.9145,61.40476,918.9145,52.75027,918.9145,66.73054
919.3966,61.66282,919.3966,52.72221,919.3966,66.49822
919.8787,61.85114,919.8787,52.6699,919.8787,66.27046
920.3608,61.97696,920.3608,52.5928,920.3608,66.06564
920.843,62.05017,920.843,52.49026,920.843,65.90088
921.3251,62.08173,921.3251,52.36232,921.3251,65.79136
921.8072,62.08232,921.8072,52.20994,921.8072,65.74983
922.2893,62.0613,922.2893,52.03502,922.2893,65.78598
922.7714,62.02618,922.7714,51.83981,922.7714,65.90538
923.2535,61.98223,923.2535,51.62663,923.2535,66.10863
